item_id,main_category,title,average_rating,rating_number,features,description,price,videos,store,categories,details,bought_together,subtitle,author
1996,Tools & Home Improvement,"STANLEY Brad Nails, Heavy-Duty Staple and Brad Assortment, 2500-Pack, 18/24 GA (TRA700BN)",4.6,1857,"['2,500-pc assortment of Heavy-Duty 27/64"" staples', 'Heavy-Duty ? 27/64"" fits Stanley TR110, TR150, TR150HL,TR250, TRE550, PHT150, PHT250 PHT350 and Arrow T-50', '336 pcs of 1/4"" TRA704, 504 pcs of 5/16"" TRA705, 504 pcs of 3/8"" TRA706, 504 pcs of 1/2"" TRA708, 252 pcs of 9/16"" TRA709 and 400 pcs of 5/8"" SWKBN625']","['Product Description', 'Staple and Brad Assortment, Narrow Crown, Heavy Duty, Crown Width (In.) 27/64, Leg Length (In.) (336) 1/4, (504) 5/16, (504) 3/8, (504) 1/2, (252) 9/16, Nail Length (In.) (400) 5/8, 18 Gauge, Steel, Chisel Point Construction, Color Silver, For Use With Mfr. Model No. TR110, TR150, TR150HL, TRE550, TR250, Package Quantity 2500', 'From the Manufacturer', 'Stape assortment pack consisting of 336 pcs of 1/4"" TRA704, 504 pcs of 5/16"" TRA705, 504 pcs of 3/8"" TRA706, 504 pcs of 1/2"" TRA708, 252 pcs of 9/16"" TRA709 and 400 pcs of 5/8"" SWKBN625']",,"[{'title': 'Test & Review Of Dewalt Stapler & Brad Nailer - Did It Work?', 'url': 'https://www.amazon.com/vdp/0ae24d97c98f4daa9b0adf86563ae3b4?ref=dp_vse_rvc_0', 'user_id': '/shop/onehoursmarthome'}, {'title': 'Listen to why ""Arrow"" makes the best Staples & Staple Guns', 'url': 'https://www.amazon.com/vdp/0346996670314f4b9287244e48d57d3f?ref=dp_vse_rvc_1', 'user_id': '/shop/kevinl'}, {'title': 'Heavy Duty Staples!', 'url': 'https://www.amazon.com/vdp/32335875302d443185d525438fd36c17?ref=dp_vse_rvc_2', 'user_id': '/shop/maksfs'}, {'title': 'Buy the RIGHT Staple Gun', 'url': 'https://www.amazon.com/vdp/04ed3f266a0c457e9da747fb214ba92b?ref=dp_vse_rvc_3', 'user_id': '/shop/metaspencer'}, {'title': 'HONEST REVIEW! Must watch before buying!', 'url': 'https://www.amazon.com/vdp/0791be05c51b44bca4c4bd9108cde0f1?ref=dp_vse_rvc_4', 'user_id': '/shop/influencer-aa678e98'}]",Stanley,"['Industrial & Scientific', 'Fasteners', 'Collated Fasteners', 'Staples']","{'Manufacturer': 'Stanley', 'Part Number': 'TRA700BN', 'Item Weight': '0.1 Kilograms', 'Product Dimensions': '7.8 x 7.7 x 1.1 inches', 'Item model number': 'TRA700BN', 'Is Discontinued By Manufacturer': 'No', 'Size': '2500-Pack', 'Color': 'Multi', 'Material': 'Blend', 'Item Package Quantity': '1', 'Number Of Pieces': '2500', 'Measurement System': 'Inch', 'Included Components': 'Unit^Instruction Guide', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 56183, 'Collated Staples': 65}, 'Date First Available': 'June 1, 2011', 'Brand': 'STANLEY', 'Item Dimensions LxWxH': '7.8 x 7.7 x 1.1 inches'}",,,
2144,Tools & Home Improvement,Bon 15-385 Eyelag Screws-Wood - 3-in.es (100/Pkg),4.7,26,"['Attaches hanger wire to wood ceiling joint', 'Type 17 self-drilling point', 'Zinc plated with yellow dichromate', '3"" long x 1/4"" diameter', 'Sold in packages of 100 (clam shell) or 1000 (bulk)']","['Over more than six decades, Bon has grown to be a global leader in the manufacture of professional construction tools for the trowel trades. With a firm commitment to provide the best value and to maintain the highest standards of workmanship and customer care, Bon remains a trusted source in the industry.']",24.65,[],Bon Tool,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Wood Screws']","{'Material': 'Zinc', 'Drive System': 'Phillips', 'Head Style': 'Flat', 'Item Dimensions LxWxH': '0.75 x 0.25 x 0.06 inches', 'Exterior Finish': 'Zinc', 'Thread Size': '0.216""-20.8', 'Metal Type': 'Alloy Steel', 'Brand': 'Bon Tool', 'Color': 'Zinc', 'Item Weight': '2.2 pounds', 'Thread Coverage': 'Partially Threaded', 'Thread Style': 'Right Hand', 'Manufacturer': 'Bon Tool', 'Part Number': '15-385', 'Product Dimensions': '0.75 x 0.25 x 0.06 inches', 'Country of Origin': 'USA', 'Item model number': '15-385', 'Is Discontinued By Manufacturer': 'No', 'Power Source': 'Hand Powered', 'Item Package Quantity': '1', 'Number Of Pieces': '100', 'Measurement System': 'Imperial', 'Usage': 'Wood', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Industrial & Scientific': 237732, 'Wood Screws': 1778}, 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'Date First Available': 'May 28, 2012'}",,,
2475,Industrial & Scientific,"HFS (Tm) 20 Pairs (40pcs) 1/32"" X6"" Steel Parallel SET .0002"" Hardened Precision Machinist Tools in Case",4.5,137,[],[],42.99,"[{'title': 'LLDSIMEX 10 Pairs Precision Parallel Set 1/8"" Thin Steel ', 'url': 'https://www.amazon.com/vdp/04ff552c23724d68b456588eb104fa18?ref=dp_vse_rvc_0', 'user_id': ''}]",HardwareFactoryStore.com,[],"{'Brand': 'HardwareFactoryStore.com', 'Item Dimensions LxWxH': '10 x 3 x 7.5 inches', 'Size': 'One Size', 'Material': 'Tool Steel', 'Number of Pieces': '40', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '10 x 3 x 7.5 inches; 3.2 Pounds', 'Item model number': '12114', 'Date First Available': 'December 10, 2014', 'Manufacturer': 'HardwareFactoryStore.com'}",,,
1760,Industrial & Scientific,"CMS Magnetics 1 Inch Cube Neodymium Magnets | Super Strong Rare Earth Magnet | Used as Stud Finders, Home, School & DIY Projects, Garage - Magnets are Individually Packed Tin Boxes for Safety",4.6,263,[],[],,[],CMS MAGNETICS,"['Industrial & Scientific', 'Material Handling Products', 'Industrial Magnets', 'Rare Earth Magnets']","{'Package Dimensions': '4.65 x 3.31 x 3.19 inches; 15.84 Ounces', 'Item Weight': '15.8 ounces', 'Manufacturer': 'CMS Magnetics, Inc', 'Item model number': 'NB0205-52N', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 20, 2016', 'Best Sellers Rank': {'Industrial & Scientific': 262522, 'Rare Earth Magnets': 826}, 'Material': 'Copper,Nickel', 'Brand': 'CMS MAGNETICS', 'Color': 'Silver', 'Shape': 'Square', 'Number of Pieces': '2'}",,,
7972,Tools & Home Improvement,Rain Forest Epoxy - Commercial Grade Crystal Clear Epoxy Resin for Bar Tops & Tables - 16 oz Kit.,4.0,82,"['Designed for Coating Wood Finishes, Table Tops, Counter Tops, Bars, Transparent Encapsulations, Art work, and works for many Adhesive Applications', 'Produces a Tough, Crystal Clear, High Gloss Coating with Industrial Strength Hardness', 'Self Leveling, U.V. Tolerant, Water Resistant, Blush Resistant, 100% solids, Odorless with no toxic fumes', 'Easy 1 to 1 Mix Ratio, Wide Mouth Container for Improved Usability. Low Viscosity: Very easy to work with and repair.', 'For brushing on like varnish, this kit will cover 15-20 square feet. For a thick, flood coat layer, this kit will cover 5-10 square feet and maintain its integrity over sharp corners.']","['Rain Forest Epoxy is a two part epoxy resin designed for Wood Finishes, Table Tops, Counter Tops, Bars, Transparent Encapsulations, Art work, and many Adhesive Applications. This two part epoxy resin has an easy to use 1 to 1 mix ratio and will cure quickly yet still allow ample working time. For brushing on like varnish, this kit will cover 15-20 square feet. For a thick, flood coat layer, this kit will cover 5-10 square feet and maintain its integrity over sharp corners. Curing time may be accelerated by mild heat to 160F. Although this epoxy resin will out perform most competitors for non-yellowing capabilities we still do not recommend it for permanent outdoor applications.']",,[],D&D Synergy,"['Industrial & Scientific', 'Adhesives, Sealants & Lubricants', 'Epoxy Adhesives', 'Tile Epoxy Adhesives']","{'Brand': 'D&D Synergy', 'Material': 'Resin', 'Compatible Material': 'Wood', 'Item Form': 'Liquid', 'Special Feature': 'Water Resistant', 'Color': 'Clear', 'Item Package Quantity': '1', 'Package Information': 'Bottle', 'Item Volume': '16 Fluid Ounces', 'Water Resistance Level': 'Water Resistant', 'Part Number': '1', 'Item Weight': '1.05 pounds', 'Package Dimensions': '10 x 1.7 x 1.4 inches', 'Is Discontinued By Manufacturer': 'No', 'Special Features': 'Water Resistant', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Date First Available': 'November 22, 2017'}",,,
2691,Industrial & Scientific,HiLetgo 5pcs A4988 Stepstick Stepper Motor Driver Module with Heat Sink for 3D Printer Reprap Suitable for Mendel Huxley Arduino,4.5,220,"['Simple step and direction control interface,Take anti-static measures before you use the A4988 modules in case of short-circuit', 'Five different step resolutions: full-step, half-step, quarter-step, eighth-step, and sixteenth-step. Output drive capacity of up to 35 V and ± 1.2 A', 'Adjustable current control lets you set the maximum current output with a potentiometer', 'Intelligent chopping control that automatically selects the correct current decay mode (fast decay or slow decay)', 'Over-temperature thermal shutdown, under-voltage lockout, and crossover-current protection']","['Parameters:', 'Size: 1.5mmX2mm (for RAMPS, ultimaker or other compatible boards);The drive current: 2A (best to install the heat sink) Segments: 1,1 / 2,1 / 4,1 / 8,1 / 16 Manufacturing process: higher SMT placement machine manufacturing, non-manual welding, yield, more stable performance.', 'Applications:', 'Stepper motors /3D printer/CNC/engraving machines/Supported 3d printers like Prusa Mendel, ultimaker, printbot, makerbot and so on.You can refer to the Arduino code at the back of the module.', 'Package included:', '5*A4988 Stepstick Stepper Motor Driver Module (with PINs)5*Heatsink']",10.19,[],HiLetgo,"['Industrial & Scientific', 'Additive Manufacturing Products', '3D Printer Parts & Accessories', '3D Printer Interface & Driver Modules']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.17 x 3.31 x 0.98 inches; 0.32 Ounces', 'Item model number': '3-01-0108-5pcs', 'Date First Available': 'March 23, 2018', 'Manufacturer': 'HiLetgo'}",,,
574,Automotive,ATD Tools 343 748-Piece SAE Nut and Bolt Assortment,3.6,71,['Instant coverage for most shop requirements'],"['Grade 5 hex cap screws. Grade 2 flat washers. Lock washers and nuts in coarse thread sizes 5/16"" to 5/8"". (40) heavy-duty plastic bins with identification labels. Wall mounting racks.']",,[],Advanced Tool Design,"['Industrial & Scientific', 'Fasteners', 'Nut & Bolt Assortment Sets']","{'Manufacturer': 'ATD Tools', 'Brand': 'Advanced Tool Design', 'Item Weight': '15.42 pounds', 'Product Dimensions': '20.87 x 11.5 x 10.83 inches', 'Item model number': '343', 'Is Discontinued By Manufacturer': 'No', 'Manufacturer Part Number': '343', 'Best Sellers Rank': {'Industrial & Scientific': 410136, 'Nut & Bolt Assortment Sets': 1341}, 'Date First Available': 'March 20, 2007'}",,,
1875,Industrial & Scientific,Toroid Core FT140-43 Ferrite,4.7,198,[],[],7.35,[],Fair-Rite,"['Industrial & Scientific', 'Industrial Electrical', 'Passive Components', 'Ferrites']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2 x 1 x 2 inches; 2 Ounces', 'Item model number': 'FT140-43', 'Date First Available': 'September 26, 2019', 'Manufacturer': 'FR'}",,,
12364,"Arts, Crafts & Sewing","Scratch Brush Refills, Fiberglass, 24 Pack | BRS-294.01",4.6,263,"['Great for tight places, electronic applications, removing rust and corrosion', 'Metal ferrules for improved durability', 'Made in Germany', '24 fiberglass brush refills per box', '1-1/4 inches']","['Fiberglass refills for scratch brush (BRS-294.00). Scratch brushes are used to remove rust or corrosion in hard to reach places. Refills are 1-1/4"" long.']",19.56,"[{'title': '8 Pieces Scratch Brush Pen Set', 'url': 'https://www.amazon.com/vdp/0c84ac223d2b41f3a03c03042c4bea59?ref=dp_vse_rvc_0', 'user_id': ''}]",EURO TOOL,"['Industrial & Scientific', 'Abrasive & Finishing Products', 'Abrasive Brushes', 'Scratch Brushes']","{'Product Dimensions': '3.25 x 2 x 0.38 inches', 'Item model number': 'BRS-294.01', 'Best Sellers Rank': {'Industrial & Scientific': 97930, 'Scratch Brushes': 195}, 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '1.44 ounces', 'Manufacturer': 'Eurotool', 'Date First Available': 'October 5, 2009', 'Material': 'Fiberglass', 'Brand': 'EURO TOOL', 'Grit Material': 'Metal', 'Bristle Type': 'Crimped Wire', 'Item Dimensions LxWxH': '3.25 x 2 x 0.38 inches'}",,,
7947,Tools & Home Improvement,"Mornyoung Black Disposable Face Mask,Black Mask Disposable,Individually Wrapped 3-Layer Protective Face mask,Face Cover, Anti-Dust Mouth Cover,50 Count (Black)",4.5,127,"['51% Non woven fabric/ 25% Melt blown fabric/16% Elastic belt/8% PE+Metal(Nose clip)', 'FOR FRIENDS & FAMILY - 50 pcs disposable face masks, Suitable for people: Cleaner, Builder, Farmer, Student, Driver, who work outside', 'Disposable face masks to protect against, dust , fluids, and weather. Perfect mask when travelling through congested airports, bus terminals, malls, parks, and busy city streets', ""INDIVIDUALLY WRAPPED.Each face mask is Individually packed in a sealed plastic bag.it's more safe and convenient for you to carry."", 'FLEXIBLE AND ELASTIC ERALOOP: Highly elastic earloops have high elasticity and cover the face from the nose to the chin, achieving a good seal without tightness.Keep the blue-side outside and the nose clip on the upper side.', 'DISPOSABLE LATEX FREE MASK - Avoid touching the mask while using. Replace mask with a new one as soon as it is damped do not re-use single-use masks. Remove mask from ear loops, discard immediately in a closed bin.']","['PREMIUM 3-PLY FILTER DISPOSABLE PROTECTION MASK', ""Mornyoung's disposable three layers black face masks contain a premium non-woven outer filter layer, a premium melt-blown polypropylene filtration layer, and a premium soft absorbent non-woven inner layer. Easy-fit design features an adjustable nose piece and soft ear loops that provide a comfortable wearing experience."", 'INDIVIDUALLY WRAPPED MASK-EASIER TO CARRY AROUND AND KEEP CLEAN', ""Each face mask is individually wrapped and sealed, it's very convenient to take it anywhere you go, you can store them wherever you need for easy access, you can keep them in car glove compartment, jacket pocket, bags."", 'SAY GOODBY TO BORING BLUE MASK OR WHITE MASK', 'Wearing these black disposable masks make you look classier than plain regular masks.So much cooler looking than boring blue masks.', 'Details', '- 3-ply disposable face mask - Pack contains 50 pcs black face masks that are individually Wrapped - Adjustable nose piece and soft ear loops provide a comfortable wearing experience - Soft, comfortable, and easy to breathe through - Latex Free']",,"[{'title': 'Mornyoung Face Mask', 'url': 'https://www.amazon.com/vdp/2d6eed3af61c45f6a5e4c8032700ec92?ref=dp_vse_rvc_0', 'user_id': 'AHSGS3WXQKV4OVXFCGOTW3BRRAFQ'}, {'title': 'Comfortable & a great price for individually wrapped masks!', 'url': 'https://www.amazon.com/vdp/32afbea3a49748e8a14ae39932d6a7c4?ref=dp_vse_rvc_1', 'user_id': 'AEQ2RA4DHP4KUJFPNALRN72ZUYCQ'}]",mornyoung,"['Industrial & Scientific', 'Professional Medical Supplies', 'Apparel', 'Face Masks & Shields', 'Masks', 'Procedure Masks']","{'Manufacturer': 'mornyoung', 'Part Number': 'ZFY01MY02', 'Item Weight': '10.1 ounces', 'Product Dimensions': '6.9 x 3.74 x 0.07 inches', 'Color': 'Black', 'Style': 'Comfortable,disposable', 'Material': 'Non woven', 'Pattern': 'Solid', 'Special Features': 'Latex Free', 'Batteries Required?': 'No', 'Date First Available': 'June 22, 2020', 'Brand': 'Mornyoung', 'Age Range (Description)': 'Adult', 'Special Feature': 'Latex Free', 'Ply Rating': '3 ply', 'Closure Type': 'Ear Loop', 'Reusability': 'Disposable'}",,,
5251,Health & Personal Care,"Seventh Generation Professional Glass & Surface Cleaner Refill, Free & Clear, Unscented, 128 Fl Oz (Pack of 2)",4.7,358,"['Our Seventh Generation Professional Glass & Surface Cleaner formula is USDA Certified Biobased 96%', 'Powerful plant-based cleaning ingredients clean to a streak-free shine', 'Safe for glass, mirrors, stainless steel', 'There are NO VOCs, dyes, and fragrances in our plant-based biodegradable formula', 'Sold in a convenient refill size (1 gallon / 128 oz), ideal for commercial use, as well as a ready to use 32 oz spray bottle']","['The powerful plant-based cleaning ingredients in our Seventh Generation Professional Glass & Surface Cleaner clean to a streak-free shine. Put a sparkle on your windows, mirrors, and other surfaces (for example stainless steel and glass). This formula gets great results without using VOCs, dyes or fragrances. Sold in a convenient ready to use 32 oz and refill size (1 gallon / 128 oz), ideal for commercial use. We at Seventh Generation empower cleaners in every day out of home environments to create a cleaner world through a suite of products and services that put pride into their work. So in the end we will all have the peace of mind that comes from knowing we are taking care of every school, restaurant, hotel, office and public space that makes our communities whole. Based in Vermont, Seventh Generation is proud to be a Certified B Corporation. B Corps are certified to be better for workers, better for communities, and better for the environment. By choosing Seventh Generation products, you’re joining us in nurturing the health of the next seven generations.']",,"[{'title': 'Seventh Generation Professional Glass Cleaner ', 'url': 'https://www.amazon.com/vdp/0aeee1ca5d424eb0b7765d130d756f43?ref=dp_vse_rvc_0', 'user_id': ''}, {'title': 'Seventh Generation Professional Wood Cleaner, Lemon Chamomile Scent, 32 Fluid Ounce (Pack of 8).L...', 'url': 'https://www.amazon.com/vdp/f211f9cbf4be4774af03f333782f72c8?ref=dp_vse_rvc_1', 'user_id': ''}, {'title': 'Method Glass Cleaner Demonstration and Review ', 'url': 'https://www.amazon.com/vdp/04483a6c0b81420eb3c6ae42d4c45f58?ref=dp_vse_rvc_2', 'user_id': '/shop/merrburytiels'}, {'title': 'Seventh Generation - Clean With Purpose', 'url': 'https://www.amazon.com/vdp/0cd5c8b84da04c31998cdac966d3b4b1?ref=dp_vse_rvc_3', 'user_id': ''}, {'title': 'Before you buy smells so good ', 'url': 'https://www.amazon.com/vdp/06d157dadb8c41838e0eba45d510948e?ref=dp_vse_rvc_4', 'user_id': '/shop/influencer-6173e0bf'}, {'title': 'Watch this BEFORE you buy Method Daily Shower Cleaner', 'url': 'https://www.amazon.com/vdp/0e83827ba4ad4b8c9356ab6edcf67cf5?ref=dp_vse_rvc_5', 'user_id': '/shop/its.loretta.banks'}, {'title': 'Hones review for Method all purpose cleaner', 'url': 'https://www.amazon.com/vdp/03300d1254594ada9dcbc9c3d5b0fa34?ref=dp_vse_rvc_6', 'user_id': '/shop/morganvesper'}, {'title': 'Seventh Generation Professional Kitchen Cleaner ', 'url': 'https://www.amazon.com/vdp/0fdd0331ee8a4a13b65301dd1052f681?ref=dp_vse_rvc_7', 'user_id': ''}, {'title': 'Our Point of View on Method All Purpose Cleaner', 'url': 'https://www.amazon.com/vdp/0289100ec6e74962aa1fcbcab28d5157?ref=dp_vse_rvc_8', 'user_id': '/shop/influencer-20a38664'}, {'title': 'Cleans Anything and Everything Better, Better Life', 'url': 'https://www.amazon.com/vdp/09a08b0c477b4706a97d3d23b55e6824?ref=dp_vse_rvc_9', 'user_id': '/shop/yetisplace'}]",Seventh Generation,"['Industrial & Scientific', 'Janitorial & Sanitation Supplies', 'Cleaning Chemicals', 'All-Purpose Cleaners']","{'Brand': 'Seventh Generation', 'Item Form': 'Liquid', 'Scent': 'Unscented', 'Specific Uses For Product': 'Windows,Glass', 'Material Feature': 'Biodegradable Warning', 'Product Dimensions': '7.6 x 4.1 x 10.9 inches; 8.3 Pounds', 'Item model number': '44721CT', 'Date First Available': 'January 1, 2019', 'Manufacturer': 'Unilever'}",,,
11546,Industrial & Scientific,500 Pieces Stainless Steel M3 Bolts Nut Washers Kit Hex Socket Head Screws 6mm 8mm 10mm 12mm 14mm 16mm 18mm 20mm 22mm for 3D Printer Quads Drones RC Hobby DIY Project,4.7,84,"['500 Pieces Stainless Steel M3 Screws Bolts Nut Washers Kit contains: 30-pieces of M3 x 6mm screws, 30-pieces of M3 x8mm screws, 25-pieces of M3 x 10mm screws, 25-pieces of M3 x 12mm screws, 25-pieces of M3 x 14mm screws, 20-pieces of M3 x 16mm screws, 20-pieces of M3 x 18mm screws, 20-pieces of M3 x 20mm screws, 20-pieces of M3 x 20mm screws, 185-pieces of M3 nuts, 100-pieces of washers, 1-piece of hex key.', 'Material: 304 Stainless Steel, rust-proof, non-magnetic.', 'Stainless Steel M3 Screws Bolts Nut Washers Kit can be used throughout many projects like 3D Printer Project DIY Quads Drones RC Hobby, precision machinery, instruments, electronics, appliances etc.', 'Metric M3 bolts Thread Pitch: 0.5mm; Head Diameter: 5.5mm; Head Height: 3mm.', 'M3 Screw Head: Socket Cap, Screw Drive: Hex Socket, Hex Size: 2.5mm.']","['Metric M3-0.5mm Bolts and Nuts Washers Assortment', '30-pieces of M3 x 6mm screws 30-pieces of M3 x8mm screws 25-pieces of M3 x 10mm screws 25-pieces of M3 x 12mm screws 25-pieces of M3 x 14mm screws 20-pieces of M3 x 16mm screws 20-pieces of M3 x 18mm screws 20-pieces of M3 x 20mm screws 20-pieces of M3 x 20mm screws  185-pieces of M3 nuts  100-pieces of washers  1-piece of hex key  M3 Washers: 7mm*0.5mm (Diameter * Thick) M3 Nuts: 5.5mm*2.3mm (Width * Thickness)', 'For RC Parts 3D Printer Race Drones FPV Quads RC Tracks Hobby...........']",,"[{'title': 'Good 3D printer blower?', 'url': 'https://www.amazon.com/vdp/0cbea483e455425e885209244b377f85?ref=dp_vse_rvc_0', 'user_id': '/shop/gear-report.com'}, {'title': ' Kadrick 400 Pcs M3 Screws and Nuts Assortment ', 'url': 'https://www.amazon.com/vdp/0c92ebd685514fbdbc2150a86edf4ce7?ref=dp_vse_rvc_1', 'user_id': ''}]",Reegoo,"['Industrial & Scientific', 'Fasteners', 'Screws', 'Set Screws']","{'Size': 'One Size', 'Color': 'Silver', 'Material': 'Stainless Steel 304', 'Brand': 'Reegoo', 'Fastener Type': 'Cap', 'Package Dimensions': '6.81 x 3.9 x 0.91 inches; 11.82 Ounces', 'Item model number': 'M3BOLT-KIT', 'Date First Available': 'October 22, 2020', 'Manufacturer': 'Reegoo'}",,,
